#    0.000E+00    0.000E+00
#    75
#    75
#     3    -0.497E+00
# x y d vx vy p phi X1                                                                                                                                                                                                                                          
    0.333E-02    -0.993E+00     0.100E+01    -0.997E+00     0.477E-07     0.100E+01     0.000E+00     0.269E-08
    0.100E-01    -0.993E+00     0.100E+01    -0.997E+00     0.143E-06     0.100E+01     0.000E+00     0.269E-08
    0.167E-01    -0.993E+00     0.100E+01    -0.997E+00     0.238E-06     0.100E+01     0.000E+00     0.269E-08
    0.233E-01    -0.993E+00     0.100E+01    -0.997E+00     0.333E-06     0.100E+01     0.000E+00     0.269E-08
    0.300E-01    -0.993E+00     0.100E+01    -0.997E+00     0.427E-06     0.100E+01     0.000E+00     0.269E-08
    0.367E-01    -0.993E+00     0.100E+01    -0.997E+00     0.520E-06     0.100E+01     0.000E+00     0.269E-08
    0.433E-01    -0.993E+00     0.100E+01    -0.997E+00     0.613E-06     0.100E+01     0.000E+00     0.269E-08
    0.500E-01    -0.993E+00     0.100E+01    -0.997E+00     0.704E-06     0.100E+01     0.000E+00     0.269E-08
    0.567E-01    -0.993E+00     0.100E+01    -0.997E+00     0.794E-06     0.100E+01     0.000E+00     0.269E-08
    0.633E-01    -0.993E+00     0.100E+01    -0.997E+00     0.883E-06     0.100E+01     0.000E+00     0.269E-08
    0.700E-01    -0.993E+00     0.100E+01    -0.997E+00     0.970E-06     0.100E+01     0.000E+00     0.269E-08
    0.767E-01    -0.993E+00     0.100E+01    -0.997E+00     0.106E-05     0.100E+01     0.000E+00     0.269E-08
    0.833E-01    -0.993E+00     0.100E+01    -0.997E+00     0.114E-05     0.100E+01     0.000E+00     0.269E-08
    0.900E-01    -0.993E+00     0.100E+01    -0.997E+00     0.122E-05     0.100E+01     0.000E+00     0.269E-08
    0.967E-01    -0.993E+00     0.100E+01    -0.997E+00     0.130E-05     0.100E+01     0.000E+00     0.269E-08
    0.103E+00    -0.993E+00     0.100E+01    -0.997E+00     0.138E-05     0.100E+01     0.000E+00     0.269E-08
    0.110E+00    -0.993E+00     0.100E+01    -0.997E+00     0.145E-05     0.100E+01     0.000E+00     0.269E-08
    0.117E+00    -0.993E+00     0.100E+01    -0.997E+00     0.152E-05     0.100E+01     0.000E+00     0.269E-08
    0.123E+00    -0.993E+00     0.100E+01    -0.997E+00     0.159E-05     0.100E+01     0.000E+00     0.269E-08
    0.130E+00    -0.993E+00     0.100E+01    -0.997E+00     0.166E-05     0.100E+01     0.000E+00     0.269E-08
    0.137E+00    -0.993E+00     0.100E+01    -0.997E+00     0.172E-05     0.100E+01     0.000E+00     0.269E-08
    0.143E+00    -0.993E+00     0.100E+01    -0.997E+00     0.179E-05     0.100E+01     0.000E+00     0.269E-08
    0.150E+00    -0.993E+00     0.100E+01    -0.997E+00     0.184E-05     0.100E+01     0.000E+00     0.269E-08
    0.157E+00    -0.993E+00     0.100E+01    -0.997E+00     0.190E-05     0.100E+01     0.000E+00     0.269E-08
    0.163E+00    -0.993E+00     0.100E+01    -0.997E+00     0.195E-05     0.100E+01     0.000E+00     0.269E-08
    0.170E+00    -0.993E+00     0.100E+01    -0.997E+00     0.200E-05     0.100E+01     0.000E+00     0.269E-08
    0.177E+00    -0.993E+00     0.100E+01    -0.997E+00     0.204E-05     0.100E+01     0.000E+00     0.269E-08
